1913 225 83 41 102 1732 0 0 1986 227 48 1816 19 0 0 0 2162 76 1827 31 0 0 0 0
1536 233 60 35 83 2149 0 0 1605 219 40 2232 0 0 0 0 1795 61 2230 10 0 0 0 0
1539 297 42 42 59 2117 0 0 1636 236 48 2176 0 0 0 0 1833 85 2178 0 0 0 0 0
1536 262 34 32 75 2157 0 0 1605 223 33 2235 0 0 0 0 1799 57 2240 0 0 0 0 0
1536 255 21 44 76 2164 0 0 1585 213 58 2240 0 0 0 0 1791 59 2242 4 0 0 0 0
1536 198 51 34 94 2183 0 0 1571 213 25 2287 0 0 0 0 1752 52 2290 2 0 0 0 0
1532 212 32 40 95 2185 0 0 1550 219 47 2280 0 0 0 0 1749 61 2285 1 0 0 0 0
1528 208 58 44 78 2180 0 0 1596 196 29 2275 0 0 0 0 1747 53 2291 5 0 0 0 0
1520 212 60 37 94 2173 0 0 1571 221 15 2289 0 0 0 0 1761 31 2290 14 0 0 0 0
1518 168 106 2 166 2136 0 0 1542 250 3 2301 0 0 0 0 1737 56 2301 2 0 0 0 0
1486 218 88 7 124 2173 0 0 1551 236 5 2304 0 0 0 0 1750 42 2304 0 0 0 0 0
1491 221 69 11 136 2168 0 0 1541 220 31 2304 0 0 0 0 1728 64 2304 0 0 0 0 0
1472 246 74 8 149 2147 0 0 1536 251 5 2304 0 0 0 0 1725 67 2304 0 0 0 0 0
1480 248 64 11 147 2146 0 0 1569 223 2 2302 0 0 0 0 1789 8 2299 0 0 0 0 0
1504 224 64 0 172 2132 0 0 1574 218 0 2304 0 0 0 0 1790 2 2304 0 0 0 0 0
1496 232 24 40 228 2076 0 0 1546 195 51 2304 0 0 0 0 1736 56 2304 0 0 0 0 0
1426 241 52 41 285 2051 0 0 1542 176 46 2332 0 0 0 0 1694 44 2358 0 0 0 0 0
1424 243 63 54 487 1825 0 0 1538 188 58 2312 0 0 0 0 1708 58 2329 1 0 0 0 0
1408 201 55 57 993 1382 0 0 1511 153 59 2373 0 0 0 0 1655 24 2417 0 0 0 0 0
1462 214 74 74 1337 935 0 0 1572 164 93 2267 0 0 0 0 1719 77 2300 0 0 0 0 0
1440 241 57 37 1847 474 0 0 1539 195 38 2324 0 0 0 0 1703 52 2341 0 0 0 0 0
1480 224 56 28 2211 97 0 0 1552 200 39 2305 0 0 0 0 1717 59 2320 0 0 0 0 0
1438 226 62 32 2328 10 0 0 1539 174 42 2341 0 0 0 0 1684 44 2368 0 0 0 0 0
2505 223 54 62 1252 0 0 0 2645 132 68 1251 0 0 0 0 2762 71 1263 0 0 0 0 0
640 25 39 44 67 3249 32 0 640 64 37 1974 1381 0 0 0 645 83 3232 136 0 0 0 0
0 0 0 0 38 4056 2 0 0 0 11 2642 1443 0 0 0 0 13 4068 15 0 0 0 0
0 0 0 0 0 4096 0 0 0 0 0 2587 1509 0 0 0 0 0 4096 0 0 0 0 0
0 0 0 0 0 4096 0 0 0 0 0 2374 1722 0 0 0 0 0 4096 0 0 0 0 0
0 0 0 0 0 4096 0 0 0 0 0 2202 1894 0 0 0 0 0 4096 0 0 0 0 0
0 0 0 0 23 4070 3 0 0 0 8 2284 1804 0 0 0 0 9 4066 21 0 0 0 0
0 0 0 0 1 4094 1 0 0 0 0 2116 1980 0 0 0 0 1 4094 1 0 0 0 0
0 0 0 0 0 4096 0 0 0 0 0 2113 1983 0 0 0 0 0 4074 22 0 0 0 0
0 0 0 0 0 4096 0 0 0 0 0 2175 1921 0 0 0 0 0 4064 32 0 0 0 0
0 0 0 0 0 4095 1 0 0 0 0 2531 1565 0 0 0 0 0 4093 3 0 0 0 0
0 0 0 0 0 4096 0 0 0 0 0 2813 1283 0 0 0 0 0 4081 15 0 0 0 0
