0 0 0 0 105 3991 0 0 0 0 0 33 298 3765 0 0 0 0 0 161 747 3188 0 0
0 0 0 0 0 4096 0 0 0 0 0 0 0 4096 0 0 0 0 0 0 72 4024 0 0
105 14 9 6 11 3951 0 0 83 35 8 6 11 3953 0 0 0 111 11 8 10 3946 10 0
1753 317 120 38 52 1813 3 0 1394 392 259 163 44 1839 5 0 206 1084 420 265 202 1882 37 0
0 0 0 0 0 4096 0 0 0 0 0 0 0 4096 0 0 0 0 0 0 0 4096 0 0
431 792 43 18 36 2776 0 0 168 1052 52 18 161 2645 0 0 21 677 574 18 519 2287 0 0
233 978 232 26 34 2593 0 0 27 1128 294 24 39 2584 0 0 0 343 1066 65 42 2579 1 0
777 806 438 65 38 1970 2 0 672 817 531 67 36 1970 3 0 62 999 865 141 46 1971 12 0
2527 986 300 47 42 187 7 0 2150 857 461 314 99 210 5 0 117 1556 1269 341 381 403 29 0
1 90 1191 258 27 2529 0 0 0 35 1217 283 29 2532 0 0 0 21 1182 318 33 2534 8 0
1958 2069 69 0 0 0 0 0 645 1920 1414 117 0 0 0 0 122 1271 2072 475 147 9 0 0
2851 1235 10 0 0 0 0 0 2325 1177 588 6 0 0 0 0 1405 1405 1199 76 11 0 0 0
2952 948 194 2 0 0 0 0 2236 686 812 347 15 0 0 0 775 1378 546 541 680 175 1 0
2831 882 373 10 0 0 0 0 2134 727 582 554 99 0 0 0 312 1685 700 445 430 524 0 0
2452 1148 473 23 0 0 0 0 1434 1491 759 304 108 0 0 0 217 2075 1081 255 171 296 1 0
