0 0 0 0 0 1 2795 1300 0 0 0 1128 2531 437 0 0 0 838 2977 281 0 0 0 0
620 390 64 34 24 30 2252 682 404 584 76 897 1951 184 0 0 1 332 3069 570 62 21 24 17
512 563 507 176 39 33 1837 429 153 476 334 1175 1741 217 0 0 0 63 2187 565 244 285 414 338
0 0 0 0 0 0 2480 1616 0 0 0 712 2592 792 0 0 0 0 3432 664 0 0 0 0
333 919 166 88 49 115 237 2189 272 929 86 128 149 1380 1130 22 0 119 711 1353 940 634 254 85
3105 825 101 33 28 4 0 0 2098 1731 72 102 56 24 13 0 0 168 2243 1369 92 61 94 69
860 463 748 451 147 376 267 784 319 662 243 375 892 960 593 52 1 31 299 741 652 828 523 1021
10 166 234 222 102 474 321 2567 11 123 111 128 424 1716 1552 31 0 33 103 992 1453 1017 170 328
1744 1553 324 457 15 3 0 0 1813 1373 86 177 538 109 0 0 22 1061 1713 388 69 89 190 564
1973 1340 487 191 76 29 0 0 423 2479 311 368 317 147 51 0 0 61 666 1844 445 268 320 492
664 1123 914 971 407 17 0 0 445 1121 219 785 1006 464 56 0 0 15 1277 311 195 701 851 746
301 775 1484 1213 317 6 0 0 52 466 568 1289 1111 586 24 0 0 82 193 283 511 911 1022 1094
