755 2001 877 378 18 7 11 49 980 1804 839 385 22 8 8 50 553 2037 928 419 94 8 7 50
438 1940 1287 292 88 4 4 43 516 1825 1222 376 106 6 3 42 313 1667 1236 537 114 172 16 41
680 1762 650 838 46 55 63 2 803 1613 657 347 569 67 40 0 540 1601 690 276 746 141 75 27
627 1127 1013 1205 115 9 0 0 702 1059 944 1088 297 6 0 0 521 910 995 869 611 190 0 0
1 483 1877 1735 0 0 0 0 0 391 1912 1793 0 0 0 0 0 193 1074 2448 381 0 0 0
567 529 874 2116 10 0 0 0 557 256 961 2304 18 0 0 0 532 94 545 1275 1414 203 33 0
473 593 686 1295 943 106 0 0 520 217 996 480 1690 193 0 0 382 143 352 483 1355 1002 327 52
1138 852 585 833 450 221 17 0 1207 703 705 411 745 296 29 0 776 461 726 371 865 343 315 239
85 3083 890 38 0 0 0 0 35 2405 1513 143 0 0 0 0 25 1816 2030 225 0 0 0 0
82 3069 788 149 5 1 2 0 17 2304 1469 292 11 1 2 0 5 1669 1989 412 18 0 3 0
231 3133 666 60 6 0 0 0 81 2760 1090 142 23 0 0 0 8 2191 1596 273 28 0 0 0
810 3133 153 0 0 0 0 0 1373 2501 222 0 0 0 0 0 649 2908 518 21 0 0 0 0
