0 0 0 2095 2001 0 0 0 0 0 0 0 0 3210 886 0 0 0 0 0 0 0 4011 85
377 317 137 2094 1171 0 0 0 2 629 56 11 142 2398 858 0 0 529 102 65 1 115 2874 410
2869 1227 0 0 0 0 0 0 121 3975 0 0 0 0 0 0 10 666 2857 563 0 0 0 0
2993 781 153 48 27 25 22 47 1078 2394 279 137 72 35 34 67 346 1451 1554 350 147 100 46 102
70 229 237 87 2163 1255 39 16 0 8 107 225 103 194 3429 30 0 0 2 39 281 41 1291 2442
195 1044 367 330 955 1194 11 0 2 545 275 655 88 486 2026 19 0 299 280 199 683 69 777 1789
2470 1625 1 0 0 0 0 0 1197 2847 52 0 0 0 0 0 452 1499 1062 1077 6 0 0 0
3650 446 0 0 0 0 0 0 2322 1759 15 0 0 0 0 0 1528 1390 1168 10 0 0 0 0
1307 2483 277 29 0 0 0 0 1224 477 828 1567 0 0 0 0 1112 216 380 1106 1282 0 0 0
1394 2220 453 28 1 0 0 0 1132 544 1404 969 47 0 0 0 908 396 932 961 864 35 0 0
2703 1327 66 0 0 0 0 0 2132 1114 756 90 4 0 0 0 1625 971 1082 348 68 2 0 0
3941 151 4 0 0 0 0 0 3742 329 25 0 0 0 0 0 3045 916 132 3 0 0 0 0
