0 0 0 22 182 469 3423 0 0 0 1 174 861 2364 696 0 0 0 29 1561 1870 636 0 0
0 0 0 66 288 274 3468 0 0 0 2 263 301 2329 1201 0 0 0 10 1174 2086 826 0 0
0 0 0 186 344 1318 2248 0 0 0 17 413 854 2801 11 0 0 0 36 1528 2494 38 0 0
0 0 18 412 944 2720 2 0 0 0 111 787 2887 311 0 0 0 0 163 3196 735 2 0 0
17 761 1551 1183 557 27 0 0 9 562 1683 1631 187 20 4 0 2 529 2106 1100 263 87 8 1
8 311 1210 1478 940 110 28 11 3 189 1003 2182 445 167 75 32 1 173 1206 1962 360 233 117 44
20 184 924 1685 1062 166 53 2 2 39 579 2393 612 256 159 56 1 45 950 2171 387 220 173 149
82 644 1473 1236 461 124 72 4 5 229 1232 1423 494 470 145 98 0 185 1336 1340 289 335 424 187
153 1984 1407 403 116 28 5 0 20 1305 1795 562 311 76 26 1 23 1311 1761 430 312 209 40 10
68 1094 1928 736 170 63 24 13 7 572 1444 1408 403 115 109 38 7 540 1388 1357 450 146 93 115
88 978 1942 942 84 17 26 19 3 247 990 1885 851 60 18 42 4 233 1060 1913 736 81 25 44
81 1124 2330 546 15 0 0 0 4 212 1334 2129 408 9 0 0 4 150 1246 2161 513 21 1 0
245 2774 1016 47 14 0 0 0 69 1922 1932 144 18 11 0 0 42 1807 1984 209 33 17 4 0
64 1186 2007 616 197 26 0 0 7 380 1721 1394 371 197 26 0 3 241 1457 1535 477 226 146 11
144 1203 1890 819 36 4 0 0 7 433 1337 1681 609 28 1 0 3 358 1321 1729 648 31 6 0
209 1542 1989 344 12 0 0 0 40 645 1655 1536 216 4 0 0 14 515 1508 1764 284 11 0 0
