0 0 0 0 0 162 3934 0 0 0 0 0 652 3442 2 0 0 0 0 1296 2726 74 0 0
0 0 94 18 15 81 3888 0 0 57 48 15 409 3566 1 0 0 100 29 1292 2393 282 0 0
0 0 961 188 66 70 2811 0 0 603 542 67 75 2743 66 0 0 754 417 373 2152 400 0 0
0 0 0 0 0 0 4096 0 0 0 0 0 0 3867 229 0 0 0 0 101 3043 952 0 0
0 0 0 0 0 0 4048 48 0 0 0 0 0 3053 1043 0 0 0 0 0 1962 2079 55 0
0 0 0 0 0 0 2791 1305 0 0 0 0 0 394 3702 0 0 0 0 0 76 2858 1162 0
0 0 0 0 0 0 445 3651 0 0 0 0 0 5 3541 550 0 0 0 0 0 843 3233 20
0 0 0 0 0 0 30 4066 0 0 0 0 0 0 785 3311 0 0 0 0 0 27 3007 1062
0 0 0 0 0 0 0 4096 0 0 0 0 0 0 258 3838 0 0 0 0 0 0 1333 2763
0 0 0 0 0 0 0 4096 0 0 0 0 0 0 96 4000 0 0 0 0 0 8 332 3756
0 0 0 0 0 0 2 4094 0 0 0 0 0 0 390 3706 0 0 0 0 0 51 692 3353
0 0 0 0 0 0 0 4096 0 0 0 0 0 0 327 3769 0 0 0 0 0 22 701 3373
0 0 0 0 0 0 0 4096 0 0 0 0 0 0 236 3860 0 0 0 0 0 23 864 3209
0 0 0 0 0 0 0 4096 0 0 0 0 0 0 59 4037 0 0 0 0 0 9 565 3522
0 0 0 0 0 0 11 4085 0 0 0 0 0 1 407 3688 0 0 0 0 1 207 468 3420
0 0 0 0 0 0 0 4096 0 0 0 0 0 0 124 3972 0 0 0 0 0 17 847 3232
0 0 0 0 0 0 4096 0 0 0 0 0 59 3908 129 0 0 0 0 3039 743 314 0 0
0 0 0 0 0 0 4096 0 0 0 0 0 10 3936 150 0 0 0 0 1658 2128 310 0 0
0 0 624 531 89 79 2773 0 0 97 1018 112 63 2545 261 0 0 436 738 255 2045 622 0 0
0 0 0 0 0 0 4046 50 0 0 0 0 0 3131 965 0 0 0 0 5 2966 1125 0 0
0 0 0 0 0 0 3592 504 0 0 0 0 0 1910 2186 0 0 0 0 5 1982 2033 76 0
0 0 0 0 0 0 1496 2600 0 0 0 0 0 497 3599 0 0 0 0 0 1080 1615 1401 0
0 0 0 0 0 0 276 3820 0 0 0 0 0 46 3297 753 0 0 0 0 540 1029 2440 87
