98 473 789 419 108 139 2059 11 0 19 328 990 364 613 1778 4 0 37 688 799 1427 1012 114 19
69 261 887 477 202 95 1102 1003 0 7 48 621 765 404 1322 929 0 6 148 391 1112 1678 696 65
34 374 895 442 204 77 1081 989 0 0 55 675 862 328 1382 794 0 0 22 204 1409 1830 585 46
60 462 818 540 117 49 1986 64 0 4 121 819 838 417 1888 9 0 0 17 590 1675 1556 240 18
1855 1846 343 50 2 0 0 0 231 418 2001 1119 247 68 12 0 222 905 1861 643 319 95 41 10
1527 2100 410 55 4 0 0 0 567 265 672 1760 559 208 64 1 651 330 1570 689 449 221 132 54
448 2321 1191 117 19 0 0 0 35 84 229 1937 1594 176 38 3 55 92 851 1178 1324 490 89 17
816 2563 683 29 5 0 0 0 24 82 684 2196 1044 55 11 0 27 320 1011 1483 1037 178 38 2
3126 846 113 11 0 0 0 0 1083 748 1291 529 325 112 8 0 1459 766 967 461 263 131 45 4
3121 837 126 12 0 0 0 0 1253 679 1436 421 205 94 8 0 1838 1147 597 252 157 78 24 3
2792 1129 140 20 15 0 0 0 276 674 2087 902 122 21 14 0 785 1643 1307 259 63 15 24 0
2799 1100 118 67 12 0 0 0 684 597 1995 692 89 30 9 0 890 1284 1314 397 146 48 17 0
4021 69 6 0 0 0 0 0 3588 378 120 9 1 0 0 0 3724 263 93 15 1 0 0 0
3817 246 29 4 0 0 0 0 2155 974 812 82 44 29 0 0 2890 911 134 43 50 40 27 1
3561 423 99 13 0 0 0 0 1594 1103 664 260 257 183 35 0 2337 766 229 183 231 202 120 28
3731 328 34 3 0 0 0 0 1812 1072 772 316 115 9 0 0 2535 716 443 250 123 29 0 0
