0 0 0 25 150 115 1255 2551 0 0 35 118 208 1179 372 2184 0 15 112 677 718 224 448 1902
0 0 0 0 1 158 1263 2674 0 0 0 1 940 486 799 1870 0 0 1 1253 195 620 494 1533
0 0 0 0 0 596 1116 2384 0 0 0 2 1158 320 1891 725 0 0 652 621 311 436 1842 234
0 0 0 0 0 958 1238 1900 0 0 0 358 861 622 2244 11 0 19 1012 230 590 123 2122 0
0 1 3377 226 416 76 0 0 0 3551 35 149 327 34 0 0 56 3502 34 137 267 100 0 0
0 1 2248 1185 327 302 33 0 0 2576 960 184 370 6 0 0 1 3479 201 327 86 2 0 0
0 54 1079 679 1076 1185 23 0 0 838 481 942 1759 76 0 0 0 838 864 1008 831 550 5 0
1 139 913 559 1686 798 0 0 7 514 273 1599 1626 77 0 0 14 474 931 808 1134 724 11 0
1 446 3299 350 0 0 0 0 3 1608 414 1992 79 0 0 0 2 1417 373 315 1572 417 0 0
30 517 3083 466 0 0 0 0 25 800 710 2235 326 0 0 0 32 627 446 554 1618 761 58 0
85 1757 1748 501 5 0 0 0 191 1317 969 1437 174 8 0 0 767 432 880 638 942 393 44 0
448 2743 757 144 4 0 0 0 544 2154 1010 347 41 0 0 0 1146 1051 1156 409 230 104 0 0
272 2898 926 0 0 0 0 0 131 836 1719 1410 0 0 0 0 78 477 616 1090 1831 4 0 0
842 2619 630 5 0 0 0 0 405 1617 1640 434 0 0 0 0 366 762 1204 1207 546 11 0 0
1033 2684 376 3 0 0 0 0 895 2359 828 14 0 0 0 0 854 1817 1151 270 4 0 0 0
858 2967 256 12 3 0 0 0 1101 2668 308 15 4 0 0 0 1280 2348 429 33 6 0 0 0
